OPERADOR,ORIGEN,DESTINO,FECHA,LLEGAN,SALEN,TOTAL
SKY AIRLINE,PUERTO MONTT,BALMACEDA,10-2019,40792,41673,82465
SKY AIRLINE,SANTIAGO,OSORNO,10-2019,35312,34978,70290
SKY AIRLINE,ANTOFAGASTA,LA SERENA,10-2019,41768,41122,82890
SKY AIRLINE,CONCEPCION,CALAMA,10-2019,7440,7303,14743
SKY AIRLINE,ANTOFAGASTA,CALAMA,10-2019,0,0,0
SKY AIRLINE,ANTOFAGASTA,CONCEPCION,10-2019,3086,2957,6043
LATAM AIRLINES GROUP,SANTIAGO,ANTOFAGASTA,11-2019,322635,313141,635776
LATAM AIRLINES GROUP,SANTIAGO,CALAMA,11-2019,256620,249444,506064
LATAM AIRLINES GROUP,SANTIAGO,IQUIQUE,11-2019,273013,274709,547722
LATAM AIRLINES GROUP,SANTIAGO,PUERTO MONTT,11-2019,96559,101364,197923
LATAM AIRLINES GROUP,SANTIAGO,PUNTA ARENAS,11-2019,104339,106755,211094
LATAM AIRLINES GROUP,SANTIAGO,ISLA DE PASCUA,11-2019,115066,113535,228601
LATAM AIRLINES GROUP,SANTIAGO,TEMUCO,11-2019,42879,42472,85351
LATAM AIRLINES GROUP,SANTIAGO,CONCEPCION,11-2019,30388,25660,56048
LATAM AIRLINES GROUP,SANTIAGO,COPIAPO,11-2019,57568,59995,117563
LATAM AIRLINES GROUP,SANTIAGO,ARICA,11-2019,89781,90972,180753
LATAM AIRLINES GROUP,SANTIAGO,CASTRO,11-2019,33250,29616,62866
LATAM AIRLINES GROUP,ANTOFAGASTA,CONCEPCION,11-2019,20492,19311,39803
LATAM AIRLINES GROUP,SANTIAGO,LA SERENA,11-2019,11402,11138,22540
LATAM AIRLINES GROUP,CONCEPCION,PUNTA ARENAS,11-2019,12097,11687,23784
LATAM AIRLINES GROUP,CALAMA,LA SERENA,11-2019,10221,10403,20624
LATAM AIRLINES GROUP,SANTIAGO,BALMACEDA,11-2019,9060,8853,17913
LATAM AIRLINES GROUP,SANTIAGO,PUERTO NATALES,11-2019,5365,7101,12466
LATAM AIRLINES GROUP,PUERTO MONTT,BALMACEDA,11-2019,0,238,238
LATAM AIRLINES GROUP,IQUIQUE,CONCEPCION,11-2019,0,0,0
LATAM AIRLINES GROUP,ANTOFAGASTA,LA SERENA,11-2019,0,0,0
LATAM AIRLINES GROUP,SANTIAGO,VALDIVIA,11-2019,0,0,0
LATAM AIRLINES GROUP,PUERTO MONTT,PUNTA ARENAS,11-2019,2015,921,2936
LATAM AIRLINES GROUP,SANTIAGO,OSORNO,11-2019,0,0,0
LATAM AIRLINES GROUP,PUNTA ARENAS,PUERTO NATALES,11-2019,20,89,109
LATAM AIRLINES GROUP,CONCEPCION,PUERTO MONTT,11-2019,0,0,0
LATAM AIRLINES GROUP,ARICA,IQUIQUE,11-2019,0,99,99
LATAM AIRLINES GROUP,ANTOFAGASTA,COPIAPO,11-2019,0,88,88
LATAM AIRLINES GROUP,COPIAPO,LA SERENA,11-2019,0,82,82
LATAM AIRLINES GROUP,ANTOFAGASTA,IQUIQUE,11-2019,70,0,70
LATAM AIRLINES CHILE,SANTIAGO,CONCEPCION,11-2019,325562,325923,651485
LATAM AIRLINES CHILE,SANTIAGO,CALAMA,11-2019,266000,269254,535254
LATAM AIRLINES CHILE,SANTIAGO,PUERTO MONTT,11-2019,296038,299005,595043
LATAM AIRLINES CHILE,SANTIAGO,LA SERENA,11-2019,197332,194582,391914
LATAM AIRLINES CHILE,SANTIAGO,ANTOFAGASTA,11-2019,191629,193535,385164
LATAM AIRLINES CHILE,SANTIAGO,TEMUCO,11-2019,199410,200161,399571
LATAM AIRLINES CHILE,SANTIAGO,PUNTA ARENAS,11-2019,186224,184993,371217
LATAM AIRLINES CHILE,SANTIAGO,ARICA,11-2019,129005,128666,257671
LATAM AIRLINES CHILE,SANTIAGO,IQUIQUE,11-2019,82482,75147,157629
LATAM AIRLINES CHILE,SANTIAGO,BALMACEDA,11-2019,107114,105398,212512
LATAM AIRLINES CHILE,SANTIAGO,COPIAPO,11-2019,81586,77910,159496
LATAM AIRLINES CHILE,SANTIAGO,VALDIVIA,11-2019,43435,43227,86662
LATAM AIRLINES CHILE,PUERTO MONTT,PUNTA ARENAS,11-2019,55612,61297,116909
LATAM AIRLINES CHILE,PUERTO MONTT,BALMACEDA,11-2019,50318,49425,99743
LATAM AIRLINES CHILE,SANTIAGO,OSORNO,11-2019,22417,20994,43411
LATAM AIRLINES CHILE,ANTOFAGASTA,LA SERENA,11-2019,10877,11791,22668
LATAM AIRLINES CHILE,CONCEPCION,VALDIVIA,11-2019,0,0,0
SKY AIRLINE,SANTIAGO,CALAMA,11-2019,183666,179674,363340
SKY AIRLINE,SANTIAGO,ANTOFAGASTA,11-2019,177226,173740,350966
SKY AIRLINE,SANTIAGO,IQUIQUE,11-2019,163032,163652,326684
SKY AIRLINE,SANTIAGO,PUERTO MONTT,11-2019,115547,115410,230957
SKY AIRLINE,SANTIAGO,ARICA,11-2019,135927,136559,272486
SKY AIRLINE,SANTIAGO,CONCEPCION,11-2019,114329,111164,225493
SKY AIRLINE,SANTIAGO,TEMUCO,11-2019,121053,119805,240858
SKY AIRLINE,SANTIAGO,LA SERENA,11-2019,99230,99189,198419
SKY AIRLINE,SANTIAGO,COPIAPO,11-2019,79024,78261,157285
SKY AIRLINE,SANTIAGO,VALDIVIA,11-2019,48912,47995,96907
SKY AIRLINE,SANTIAGO,PUNTA ARENAS,11-2019,79152,80946,160098
SKY AIRLINE,PUERTO MONTT,PUNTA ARENAS,11-2019,39692,41508,81200
SKY AIRLINE,SANTIAGO,BALMACEDA,11-2019,53852,53637,107489
SKY AIRLINE,PUERTO MONTT,BALMACEDA,11-2019,45811,46827,92638
SKY AIRLINE,SANTIAGO,OSORNO,11-2019,41019,40546,81565
SKY AIRLINE,ANTOFAGASTA,LA SERENA,11-2019,46770,46080,92850
SKY AIRLINE,CONCEPCION,CALAMA,11-2019,8575,8575,17150
SKY AIRLINE,SANTIAGO,PUERTO NATALES,11-2019,0,0,0
SKY AIRLINE,ANTOFAGASTA,CALAMA,11-2019,0,0,0
SKY AIRLINE,ANTOFAGASTA,CONCEPCION,11-2019,3086,2957,6043
LATAM AIRLINES GROUP,SANTIAGO,ANTOFAGASTA,12-2019,354632,343513,698145
LATAM AIRLINES GROUP,SANTIAGO,IQUIQUE,12-2019,289480,292333,581813
LATAM AIRLINES GROUP,SANTIAGO,CALAMA,12-2019,280417,272623,553040
LATAM AIRLINES GROUP,SANTIAGO,PUERTO MONTT,12-2019,111569,118057,229626
LATAM AIRLINES GROUP,SANTIAGO,PUNTA ARENAS,12-2019,121304,123271,244575
LATAM AIRLINES GROUP,SANTIAGO,ISLA DE PASCUA,12-2019,128318,128033,256351
LATAM AIRLINES GROUP,SANTIAGO,TEMUCO,12-2019,51197,51262,102459
LATAM AIRLINES GROUP,SANTIAGO,CONCEPCION,12-2019,39054,34108,73162
LATAM AIRLINES GROUP,SANTIAGO,COPIAPO,12-2019,61738,63923,125661
LATAM AIRLINES GROUP,SANTIAGO,ARICA,12-2019,98081,100087,198168
LATAM AIRLINES GROUP,SANTIAGO,CASTRO,12-2019,36726,32744,69470
LATAM AIRLINES GROUP,ANTOFAGASTA,CONCEPCION,12-2019,22506,21234,43740
LATAM AIRLINES GROUP,SANTIAGO,LA SERENA,12-2019,12572,12085,24657
LATAM AIRLINES GROUP,CONCEPCION,PUNTA ARENAS,12-2019,13457,12798,26255
LATAM AIRLINES GROUP,CALAMA,LA SERENA,12-2019,11276,11557,22833
LATAM AIRLINES GROUP,SANTIAGO,BALMACEDA,12-2019,9060,8853,17913
LATAM AIRLINES GROUP,SANTIAGO,PUERTO NATALES,12-2019,6481,8576,15057
LATAM AIRLINES GROUP,IQUIQUE,CONCEPCION,12-2019,0,0,0
LATAM AIRLINES GROUP,PUERTO MONTT,BALMACEDA,12-2019,0,238,238
LATAM AIRLINES GROUP,ANTOFAGASTA,LA SERENA,12-2019,0,0,0
LATAM AIRLINES GROUP,SANTIAGO,VALDIVIA,12-2019,0,0,0
LATAM AIRLINES GROUP,PUERTO MONTT,PUNTA ARENAS,12-2019,2015,921,2936
LATAM AIRLINES GROUP,SANTIAGO,OSORNO,12-2019,0,0,0
LATAM AIRLINES GROUP,PUNTA ARENAS,PUERTO NATALES,12-2019,20,89,109
LATAM AIRLINES GROUP,CONCEPCION,PUERTO MONTT,12-2019,0,0,0
LATAM AIRLINES GROUP,ARICA,IQUIQUE,12-2019,0,99,99
LATAM AIRLINES GROUP,ANTOFAGASTA,COPIAPO,12-2019,0,88,88
LATAM AIRLINES GROUP,COPIAPO,LA SERENA,12-2019,0,82,82
LATAM AIRLINES GROUP,ANTOFAGASTA,IQUIQUE,12-2019,70,0,70
LATAM AIRLINES CHILE,SANTIAGO,CONCEPCION,12-2019,351862,353038,704900
LATAM AIRLINES CHILE,SANTIAGO,CALAMA,12-2019,293866,295692,589558
LATAM AIRLINES CHILE,SANTIAGO,PUERTO MONTT,12-2019,320053,323627,643680
LATAM AIRLINES CHILE,SANTIAGO,LA SERENA,12-2019,217172,214886,432058
LATAM AIRLINES CHILE,SANTIAGO,ANTOFAGASTA,12-2019,210275,210168,420443
LATAM AIRLINES CHILE,SANTIAGO,TEMUCO,12-2019,215881,218325,434206
LATAM AIRLINES CHILE,SANTIAGO,PUNTA ARENAS,12-2019,205989,204538,410527
LATAM AIRLINES CHILE,SANTIAGO,ARICA,12-2019,141181,141957,283138
LATAM AIRLINES CHILE,SANTIAGO,IQUIQUE,12-2019,95728,88547,184275
LATAM AIRLINES CHILE,SANTIAGO,BALMACEDA,12-2019,118278,116534,234812
LATAM AIRLINES CHILE,SANTIAGO,COPIAPO,12-2019,91552,87829,179381
LATAM AIRLINES CHILE,SANTIAGO,VALDIVIA,12-2019,47756,47840,95596
LATAM AIRLINES CHILE,PUERTO MONTT,PUNTA ARENAS,12-2019,60866,66004,126870
LATAM AIRLINES CHILE,PUERTO MONTT,BALMACEDA,12-2019,54694,53477,108171
LATAM AIRLINES CHILE,SANTIAGO,OSORNO,12-2019,24235,22930,47165
LATAM AIRLINES CHILE,ANTOFAGASTA,LA SERENA,12-2019,12099,13235,25334
LATAM AIRLINES CHILE,CONCEPCION,VALDIVIA,12-2019,0,0,0
LATAM AIRLINES CHILE,CALAMA,COPIAPO,12-2019,0,0,0
SKY AIRLINE,SANTIAGO,CALAMA,12-2019,205822,200612,406434
SKY AIRLINE,SANTIAGO,ANTOFAGASTA,12-2019,195997,192161,388158
SKY AIRLINE,SANTIAGO,IQUIQUE,12-2019,181471,182665,364136
SKY AIRLINE,SANTIAGO,PUERTO MONTT,12-2019,132548,133451,265999
SKY AIRLINE,SANTIAGO,ARICA,12-2019,151699,152989,304688
SKY AIRLINE,SANTIAGO,CONCEPCION,12-2019,126529,123443,249972
SKY AIRLINE,SANTIAGO,TEMUCO,12-2019,133719,132856,266575
SKY AIRLINE,SANTIAGO,LA SERENA,12-2019,109801,110345,220146
SKY AIRLINE,SANTIAGO,COPIAPO,12-2019,86792,86263,173055
SKY AIRLINE,SANTIAGO,VALDIVIA,12-2019,55987,55225,111212
SKY AIRLINE,SANTIAGO,PUNTA ARENAS,12-2019,88044,90294,178338
SKY AIRLINE,SANTIAGO,BALMACEDA,12-2019,60726,60624,121350
SKY AIRLINE,PUERTO MONTT,PUNTA ARENAS,12-2019,46884,48070,94954
SKY AIRLINE,PUERTO MONTT,BALMACEDA,12-2019,50914,52065,102979
SKY AIRLINE,SANTIAGO,OSORNO,12-2019,45652,45127,90779
SKY AIRLINE,ANTOFAGASTA,LA SERENA,12-2019,51638,51094,102732
SKY AIRLINE,CONCEPCION,CALAMA,12-2019,9790,9643,19433
SKY AIRLINE,SANTIAGO,PUERTO NATALES,12-2019,97,93,190
SKY AIRLINE,IQUIQUE,LA SERENA,12-2019,0,0,0
SKY AIRLINE,ANTOFAGASTA,CALAMA,12-2019,0,0,0
SKY AIRLINE,ANTOFAGASTA,CONCEPCION,12-2019,3086,2957,6043
LATAM AIRLINES GROUP,SANTIAGO,IQUIQUE,1-2018,34661,36684,71345
LATAM AIRLINES GROUP,SANTIAGO,ANTOFAGASTA,1-2018,33540,33434,66974
LATAM AIRLINES GROUP,SANTIAGO,CALAMA,1-2018,21290,20296,41586
LATAM AIRLINES GROUP,SANTIAGO,PUNTA ARENAS,1-2018,8564,7127,15691
LATAM AIRLINES GROUP,SANTIAGO,ISLA DE PASCUA,1-2018,9248,10984,20232
LATAM AIRLINES GROUP,SANTIAGO,ARICA,1-2018,9472,9983,19455
LATAM AIRLINES GROUP,SANTIAGO,PUERTO MONTT,1-2018,1839,3034,4873
LATAM AIRLINES GROUP,SANTIAGO,TEMUCO,1-2018,5005,5224,10229
LATAM AIRLINES GROUP,SANTIAGO,COPIAPO,1-2018,6245,6523,12768
LATAM AIRLINES GROUP,SANTIAGO,BALMACEDA,1-2018,2235,2503,4738
LATAM AIRLINES GROUP,SANTIAGO,CASTRO,01-2018,3122,3121,6243
LATAM AIRLINES GROUP,SANTIAGO,PUERTO NATALES,01-2018,2622,2936,5558
LATAM AIRLINES GROUP,ANTOFAGASTA,CONCEPCION,01-2018,0,0,0
LATAM AIRLINES GROUP,SANTIAGO,CONCEPCION,01-2018,0,0,0
LATAM AIRLINES GROUP,SANTIAGO,LA SERENA,01-2018,1450,1248,2698
LATAM AIRLINES GROUP,CONCEPCION,PUNTA ARENAS,01-2018,0,0,0
LATAM AIRLINES GROUP,PUERTO MONTT,PUNTA ARENAS,01-2018,0,962,962
LATAM AIRLINES GROUP,PUNTA ARENAS,PUERTO NATALES,01-2018,117,0,117
LATAM AIRLINES GROUP,ANTOFAGASTA,IQUIQUE,01-2018,923,985,1908
LATAM AIRLINES GROUP,ARICA,IQUIQUE,01-2018,632,605,1237
LATAM AIRLINES GROUP,CALAMA,LA SERENA,01-2018,923,1601,2524
LATAM AIRLINES CHILE,SANTIAGO,PUERTO MONTT,01-2018,39086,42820,81906
LATAM AIRLINES CHILE,SANTIAGO,CONCEPCION,01-2018,27519,26452,53971
LATAM AIRLINES CHILE,SANTIAGO,PUNTA ARENAS,01-2018,25817,24149,49966
LATAM AIRLINES CHILE,SANTIAGO,CALAMA,01-2018,23228,24774,48002
LATAM AIRLINES CHILE,SANTIAGO,ANTOFAGASTA,01-2018,19971,19662,39633
LATAM AIRLINES CHILE,SANTIAGO,TEMUCO,01-2018,20249,21697,41946
LATAM AIRLINES CHILE,SANTIAGO,LA SERENA,01-2018,19434,19578,39012
LATAM AIRLINES CHILE,SANTIAGO,ARICA,01-2018,14873,15615,30488
LATAM AIRLINES CHILE,SANTIAGO,BALMACEDA,01-2018,10987,11993,22980
LATAM AIRLINES CHILE,SANTIAGO,IQUIQUE,01-2018,3356,2913,6269
LATAM AIRLINES CHILE,PUERTO MONTT,PUNTA ARENAS,01-2018,11666,10417,22083
LATAM AIRLINES CHILE,SANTIAGO,COPIAPO,01-2018,6472,6971,13443
LATAM AIRLINES CHILE,PUERTO MONTT,BALMACEDA,01-2018,5819,5800,11619
LATAM AIRLINES CHILE,SANTIAGO,VALDIVIA,01-2018,4244,4733,8977
LATAM AIRLINES CHILE,SANTIAGO,OSORNO,01-2018,1622,2025,3647
LATAM AIRLINES CHILE,ANTOFAGASTA,LA SERENA,01-2018,2028,2654,4682
LATAM AIRLINES CHILE,ARICA,IQUIQUE,01-2018,304,250,554
LATAM AIRLINES CHILE,ANTOFAGASTA,IQUIQUE,01-2018,238,0,238
SKY AIRLINE,SANTIAGO,ANTOFAGASTA,01-2018,19488,19302,38790
SKY AIRLINE,SANTIAGO,CALAMA,01-2018,16787,16573,33360
SKY AIRLINE,SANTIAGO,IQUIQUE,01-2018,16410,16948,33358
SKY AIRLINE,SANTIAGO,ARICA,01-2018,11937,12519,24456
SKY AIRLINE,SANTIAGO,TEMUCO,01-2018,11057,11344,22401
SKY AIRLINE,SANTIAGO,LA SERENA,01-2018,9829,10062,19891
SKY AIRLINE,SANTIAGO,PUNTA ARENAS,01-2018,9100,8878,17978
SKY AIRLINE,SANTIAGO,PUERTO MONTT,01-2018,10162,10501,20663
SKY AIRLINE,SANTIAGO,VALDIVIA,01-2018,6030,6332,12362
SKY AIRLINE,SANTIAGO,COPIAPO,01-2018,7108,7195,14303
SKY AIRLINE,SANTIAGO,BALMACEDA,01-2018,4328,4747,9075
SKY AIRLINE,SANTIAGO,CONCEPCION,01-2018,7771,7359,15130
SKY AIRLINE,ANTOFAGASTA,LA SERENA,01-2018,3843,4162,8005
SKY AIRLINE,PUERTO MONTT,PUNTA ARENAS,01-2018,2845,2860,5705
SKY AIRLINE,PUERTO MONTT,BALMACEDA,01-2018,3606,3698,7304
SKY AIRLINE,SANTIAGO,OSORNO,01-2018,0,0,0
SKY AIRLINE,CONCEPCION,CALAMA,01-2018,0,0,0
SKY AIRLINE,ANTOFAGASTA,CONCEPCION,01-2018,0,0,0
SKY AIRLINE,SANTIAGO,PUERTO NATALES,01-2018,1598,1593,3191
LATAM AIRLINES GROUP,SANTIAGO,IQUIQUE,02-2018,70699,73113,143812
LATAM AIRLINES GROUP,SANTIAGO,ANTOFAGASTA,02-2018,64497,64342,128839
LATAM AIRLINES GROUP,SANTIAGO,CALAMA,02-2018,40380,38951,79331
LATAM AIRLINES GROUP,SANTIAGO,PUNTA ARENAS,02-2018,20580,18606,39186
LATAM AIRLINES GROUP,SANTIAGO,ISLA DE PASCUA,02-2018,21004,21969,42973
LATAM AIRLINES GROUP,SANTIAGO,ARICA,02-2018,18466,18568,37034
LATAM AIRLINES GROUP,SANTIAGO,PUERTO MONTT,02-2018,4264,6545,10809
LATAM AIRLINES GROUP,SANTIAGO,TEMUCO,02-2018,11156,10889,22045
LATAM AIRLINES GROUP,SANTIAGO,COPIAPO,02-2018,12825,12913,25738
LATAM AIRLINES GROUP,SANTIAGO,BALMACEDA,02-2018,4349,4621,8970
LATAM AIRLINES GROUP,SANTIAGO,CASTRO,02-2018,6274,5954,12228
LATAM AIRLINES GROUP,SANTIAGO,PUERTO NATALES,02-2018,4575,5035,9610
LATAM AIRLINES GROUP,ANTOFAGASTA,CONCEPCION,02-2018,0,0,0
LATAM AIRLINES GROUP,SANTIAGO,CONCEPCION,02-2018,0,0,0
LATAM AIRLINES GROUP,SANTIAGO,LA SERENA,02-2018,2678,2411,5089
LATAM AIRLINES GROUP,CALAMA,LA SERENA,02-2018,2144,2799,4943
LATAM AIRLINES GROUP,CONCEPCION,PUNTA ARENAS,02-2018,0,0,0
LATAM AIRLINES GROUP,PUERTO MONTT,PUNTA ARENAS,02-2018,83,2277,2360
LATAM AIRLINES GROUP,PUNTA ARENAS,PUERTO NATALES,02-2018,168,0,168
LATAM AIRLINES GROUP,ANTOFAGASTA,IQUIQUE,02-2018,1658,1674,3332
LATAM AIRLINES GROUP,ARICA,IQUIQUE,02-2018,1328,1644,2972
LATAM AIRLINES CHILE,SANTIAGO,PUERTO MONTT,02-2018,79826,81438,161264
LATAM AIRLINES CHILE,SANTIAGO,CONCEPCION,02-2018,49957,48537,98494
LATAM AIRLINES CHILE,SANTIAGO,PUNTA ARENAS,02-2018,46218,45976,92194
LATAM AIRLINES CHILE,SANTIAGO,CALAMA,02-2018,44625,47341,91966
LATAM AIRLINES CHILE,SANTIAGO,ANTOFAGASTA,02-2018,37299,37504,74803
LATAM AIRLINES CHILE,SANTIAGO,LA SERENA,02-2018,38114,37840,75954
LATAM AIRLINES CHILE,SANTIAGO,TEMUCO,02-2018,38618,39471,78089
LATAM AIRLINES CHILE,SANTIAGO,ARICA,02-2018,30656,30827,61483
LATAM AIRLINES CHILE,SANTIAGO,BALMACEDA,02-2018,23194,23670,46864
LATAM AIRLINES CHILE,SANTIAGO,IQUIQUE,02-2018,8910,7519,16429
LATAM AIRLINES CHILE,PUERTO MONTT,PUNTA ARENAS,02-2018,21041,20308,41349
LATAM AIRLINES CHILE,SANTIAGO,COPIAPO,02-2018,12651,13134,25785
LATAM AIRLINES CHILE,SANTIAGO,VALDIVIA,02-2018,9159,9485,18644
LATAM AIRLINES CHILE,PUERTO MONTT,BALMACEDA,02-2018,11385,11445,22830
LATAM AIRLINES CHILE,SANTIAGO,OSORNO,02-2018,3498,3763,7261
LATAM AIRLINES CHILE,ANTOFAGASTA,LA SERENA,02-2018,4509,4947,9456
LATAM AIRLINES CHILE,ARICA,IQUIQUE,02-2018,501,544,1045
LATAM AIRLINES CHILE,ANTOFAGASTA,IQUIQUE,02-2018,489,0,489
SKY AIRLINE,SANTIAGO,ANTOFAGASTA,02-2018,36889,36657,73546
SKY AIRLINE,SANTIAGO,CALAMA,02-2018,31801,31415,63216
SKY AIRLINE,SANTIAGO,IQUIQUE,02-2018,31619,31891,63510
SKY AIRLINE,SANTIAGO,ARICA,02-2018,23503,23596,47099
SKY AIRLINE,SANTIAGO,TEMUCO,02-2018,20751,21167,41918
SKY AIRLINE,SANTIAGO,LA SERENA,02-2018,18774,19201,37975
SKY AIRLINE,SANTIAGO,PUNTA ARENAS,02-2018,17009,16930,33939
SKY AIRLINE,SANTIAGO,PUERTO MONTT,02-2018,20157,20436,40593
SKY AIRLINE,SANTIAGO,VALDIVIA,02-2018,11874,12398,24272
SKY AIRLINE,SANTIAGO,COPIAPO,02-2018,13680,13627,27307
SKY AIRLINE,SANTIAGO,BALMACEDA,02-2018,8841,8995,17836
SKY AIRLINE,SANTIAGO,CONCEPCION,02-2018,14151,13545,27696
SKY AIRLINE,PUERTO MONTT,PUNTA ARENAS,02-2018,5552,5813,11365
SKY AIRLINE,ANTOFAGASTA,LA SERENA,02-2018,7404,7766,15170
SKY AIRLINE,PUERTO MONTT,BALMACEDA,02-2018,6927,6970,13897
SKY AIRLINE,SANTIAGO,OSORNO,02-2018,0,0,0
SKY AIRLINE,CONCEPCION,CALAMA,02-2018,0,0,0
SKY AIRLINE,ANTOFAGASTA,CONCEPCION,02-2018,0,0,0
SKY AIRLINE,SANTIAGO,PUERTO NATALES,02-2018,3098,3110,6208
LATAM AIRLINES GROUP,SANTIAGO,ANTOFAGASTA,03-2018,92470,91260,183730
LATAM AIRLINES GROUP,SANTIAGO,IQUIQUE,03-2018,98554,100826,199380
LATAM AIRLINES GROUP,SANTIAGO,CALAMA,03-2018,60441,57617,118058
LATAM AIRLINES GROUP,SANTIAGO,PUNTA ARENAS,03-2018,29295,26161,55456
LATAM AIRLINES GROUP,SANTIAGO,ISLA DE PASCUA,03-2018,31852,31769,63621
LATAM AIRLINES GROUP,SANTIAGO,PUERTO MONTT,03-2018,5370,7887,13257
LATAM AIRLINES GROUP,SANTIAGO,ARICA,03-2018,26689,26823,53512
LATAM AIRLINES GROUP,SANTIAGO,COPIAPO,03-2018,20010,19524,39534
LATAM AIRLINES GROUP,SANTIAGO,TEMUCO,03-2018,12853,12372,25225
LATAM AIRLINES GROUP,SANTIAGO,CASTRO,03-2018,9489,8743,18232
LATAM AIRLINES GROUP,SANTIAGO,BALMACEDA,03-2018,5101,5271,10372
LATAM AIRLINES GROUP,ANTOFAGASTA,CONCEPCION,03-2018,0,0,0
LATAM AIRLINES GROUP,SANTIAGO,PUERTO NATALES,03-2018,4575,5035,9610
LATAM AIRLINES GROUP,SANTIAGO,CONCEPCION,03-2018,99,5,104
LATAM AIRLINES GROUP,SANTIAGO,LA SERENA,03-2018,3769,3428,7197
LATAM AIRLINES GROUP,CALAMA,LA SERENA,03-2018,3070,3635,6705
LATAM AIRLINES GROUP,CONCEPCION,PUNTA ARENAS,03-2018,0,0,0
LATAM AIRLINES GROUP,PUERTO MONTT,PUNTA ARENAS,03-2018,571,3099,3670
LATAM AIRLINES GROUP,PUNTA ARENAS,PUERTO NATALES,03-2018,168,0,168
LATAM AIRLINES GROUP,ANTOFAGASTA,IQUIQUE,03-2018,1658,1674,3332
LATAM AIRLINES GROUP,ARICA,IQUIQUE,03-2018,1328,1644,2972
LATAM AIRLINES CHILE,SANTIAGO,PUERTO MONTT,03-2018,115706,114281,229987
LATAM AIRLINES CHILE,SANTIAGO,CONCEPCION,03-2018,79225,77605,156830
LATAM AIRLINES CHILE,SANTIAGO,CALAMA,03-2018,68872,70549,139421
LATAM AIRLINES CHILE,SANTIAGO,PUNTA ARENAS,03-2018,65339,66858,132197
LATAM AIRLINES CHILE,SANTIAGO,ANTOFAGASTA,03-2018,54866,55055,109921
LATAM AIRLINES CHILE,SANTIAGO,TEMUCO,03-2018,57275,56769,114044
LATAM AIRLINES CHILE,SANTIAGO,LA SERENA,03-2018,54049,52829,106878
LATAM AIRLINES CHILE,SANTIAGO,ARICA,03-2018,41266,40941,82207
LATAM AIRLINES CHILE,SANTIAGO,BALMACEDA,03-2018,33463,32530,65993
LATAM AIRLINES CHILE,SANTIAGO,IQUIQUE,03-2018,13717,10533,24250
LATAM AIRLINES CHILE,PUERTO MONTT,PUNTA ARENAS,03-2018,26167,26398,52565
LATAM AIRLINES CHILE,SANTIAGO,COPIAPO,03-2018,19081,19327,38408
LATAM AIRLINES CHILE,SANTIAGO,VALDIVIA,03-2018,12563,12542,25105
LATAM AIRLINES CHILE,PUERTO MONTT,BALMACEDA,03-2018,16687,16385,33072
LATAM AIRLINES CHILE,SANTIAGO,OSORNO,03-2018,5568,5537,11105
LATAM AIRLINES CHILE,ANTOFAGASTA,LA SERENA,03-2018,5558,5620,11178
LATAM AIRLINES CHILE,ARICA,IQUIQUE,03-2018,501,544,1045
LATAM AIRLINES CHILE,ANTOFAGASTA,IQUIQUE,03-2018,489,0,489
SKY AIRLINE,SANTIAGO,ANTOFAGASTA,03-2018,54121,53139,107260
SKY AIRLINE,SANTIAGO,CALAMA,03-2018,47541,46271,93812
SKY AIRLINE,SANTIAGO,IQUIQUE,03-2018,47216,46460,93676
SKY AIRLINE,SANTIAGO,ARICA,03-2018,33730,32980,66710
SKY AIRLINE,SANTIAGO,TEMUCO,03-2018,29965,30066,60031
SKY AIRLINE,SANTIAGO,LA SERENA,03-2018,27552,27712,55264
SKY AIRLINE,SANTIAGO,PUERTO MONTT,03-2018,29659,29875,59534
SKY AIRLINE,SANTIAGO,PUNTA ARENAS,03-2018,24567,24095,48662
SKY AIRLINE,SANTIAGO,VALDIVIA,03-2018,17108,17327,34435
SKY AIRLINE,SANTIAGO,CONCEPCION,03-2018,22993,22120,45113
SKY AIRLINE,SANTIAGO,COPIAPO,03-2018,20321,20060,40381
SKY AIRLINE,SANTIAGO,BALMACEDA,03-2018,14068,13606,27674
SKY AIRLINE,ANTOFAGASTA,LA SERENA,03-2018,10882,11217,22099
SKY AIRLINE,PUERTO MONTT,PUNTA ARENAS,03-2018,8074,9016,17090
SKY AIRLINE,PUERTO MONTT,BALMACEDA,03-2018,9801,9679,19480
SKY AIRLINE,SANTIAGO,OSORNO,03-2018,0,0,0
SKY AIRLINE,CONCEPCION,CALAMA,03-2018,0,0,0
SKY AIRLINE,ANTOFAGASTA,CONCEPCION,03-2018,0,0,0
SKY AIRLINE,SANTIAGO,PUERTO NATALES,03-2018,4029,4110,8139
LATAM AIRLINES GROUP,SANTIAGO,ANTOFAGASTA,04-2018,118678,117904,236582
LATAM AIRLINES GROUP,SANTIAGO,IQUIQUE,04-2018,123682,127430,251112
LATAM AIRLINES GROUP,SANTIAGO,CALAMA,04-2018,79997,77487,157484
LATAM AIRLINES GROUP,SANTIAGO,PUNTA ARENAS,04-2018,35033,31608,66641
LATAM AIRLINES GROUP,SANTIAGO,ISLA DE PASCUA,04-2018,41310,40919,82229
LATAM AIRLINES GROUP,SANTIAGO,PUERTO MONTT,04-2018,6746,9653,16399
LATAM AIRLINES GROUP,SANTIAGO,ARICA,04-2018,35621,36181,71802
